"No.","Time","Source","Destination","Protocol","Length","Info"
"37","12.666977","127.0.0.1","127.0.0.1","TCP","44","5000  >  53745 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"38","13.841746","127.0.0.1","127.0.0.1","TCP","217","5000  >  53745 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 40]"
"39","13.841784","127.0.0.1","127.0.0.1","TCP","44","53745  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"40","13.841806","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"41","13.841814","127.0.0.1","127.0.0.1","TCP","44","53745  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"42","13.842362","127.0.0.1","127.0.0.1","TCP","44","53745  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"43","13.842394","127.0.0.1","127.0.0.1","TCP","44","5000  >  53745 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"44","13.843851","127.0.0.1","127.0.0.1","TCP","44","5000  >  53745 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"45","13.843875","127.0.0.1","127.0.0.1","TCP","44","53745  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"46","16.226732","127.0.0.1","127.0.0.1","TCP","56","53746  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"47","16.226793","127.0.0.1","127.0.0.1","TCP","56","5000  >  53746 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"48","16.226829","127.0.0.1","127.0.0.1","TCP","44","53746  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"49","16.226895","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"50","16.226913","127.0.0.1","127.0.0.1","TCP","44","5000  >  53746 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"52","17.681685","127.0.0.1","127.0.0.1","TCP","217","5000  >  53746 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 54]"
"53","17.681728","127.0.0.1","127.0.0.1","TCP","44","53746  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"54","17.681754","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"55","17.681776","127.0.0.1","127.0.0.1","TCP","44","53746  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"56","17.682167","127.0.0.1","127.0.0.1","TCP","44","53746  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"57","17.682197","127.0.0.1","127.0.0.1","TCP","44","5000  >  53746 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"58","17.683611","127.0.0.1","127.0.0.1","TCP","44","5000  >  53746 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"59","17.683636","127.0.0.1","127.0.0.1","TCP","44","53746  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"64","24.288902","127.0.0.1","127.0.0.1","TCP","56","53747  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"65","24.288963","127.0.0.1","127.0.0.1","TCP","56","5000  >  53747 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"66","24.288995","127.0.0.1","127.0.0.1","TCP","44","53747  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"67","24.289072","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"68","24.289091","127.0.0.1","127.0.0.1","TCP","44","5000  >  53747 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"77","25.775653","127.0.0.1","127.0.0.1","TCP","217","5000  >  53747 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 79]"
"78","25.775695","127.0.0.1","127.0.0.1","TCP","44","53747  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"79","25.775723","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"80","25.775737","127.0.0.1","127.0.0.1","TCP","44","53747  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"81","25.776148","127.0.0.1","127.0.0.1","TCP","44","53747  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"82","25.776171","127.0.0.1","127.0.0.1","TCP","44","5000  >  53747 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"83","25.777739","127.0.0.1","127.0.0.1","TCP","44","5000  >  53747 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"84","25.777792","127.0.0.1","127.0.0.1","TCP","44","53747  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"85","29.470708","127.0.0.1","127.0.0.1","TCP","56","53749  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"86","29.470775","127.0.0.1","127.0.0.1","TCP","56","5000  >  53749 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"87","29.470817","127.0.0.1","127.0.0.1","TCP","44","53749  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"88","29.470878","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"89","29.470891","127.0.0.1","127.0.0.1","TCP","44","5000  >  53749 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"90","30.548093","127.0.0.1","127.0.0.1","TCP","217","5000  >  53749 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 92]"
"91","30.548132","127.0.0.1","127.0.0.1","TCP","44","53749  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"92","30.548155","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"93","30.548165","127.0.0.1","127.0.0.1","TCP","44","53749  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"94","30.548644","127.0.0.1","127.0.0.1","TCP","44","53749  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"95","30.548685","127.0.0.1","127.0.0.1","TCP","44","5000  >  53749 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"96","30.550075","127.0.0.1","127.0.0.1","TCP","44","5000  >  53749 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"97","30.550131","127.0.0.1","127.0.0.1","TCP","44","53749  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"98","31.357014","127.0.0.1","127.0.0.1","TCP","56","53750  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"99","31.357074","127.0.0.1","127.0.0.1","TCP","56","5000  >  53750 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"100","31.357106","127.0.0.1","127.0.0.1","TCP","44","53750  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"101","31.357157","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"102","31.357167","127.0.0.1","127.0.0.1","TCP","44","5000  >  53750 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"107","32.377908","127.0.0.1","127.0.0.1","TCP","217","5000  >  53750 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 109]"
"108","32.377943","127.0.0.1","127.0.0.1","TCP","44","53750  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"109","32.377965","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"110","32.377975","127.0.0.1","127.0.0.1","TCP","44","53750  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"111","32.378326","127.0.0.1","127.0.0.1","TCP","44","53750  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"112","32.378352","127.0.0.1","127.0.0.1","TCP","44","5000  >  53750 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"113","32.379687","127.0.0.1","127.0.0.1","TCP","44","5000  >  53750 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"114","32.379733","127.0.0.1","127.0.0.1","TCP","44","53750  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"115","35.465423","127.0.0.1","127.0.0.1","TCP","56","53751  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"116","35.465483","127.0.0.1","127.0.0.1","TCP","56","5000  >  53751 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"117","35.465524","127.0.0.1","127.0.0.1","TCP","44","53751  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"118","35.465577","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"119","35.465590","127.0.0.1","127.0.0.1","TCP","44","5000  >  53751 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"120","36.540228","127.0.0.1","127.0.0.1","TCP","217","5000  >  53751 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 122]"
"121","36.540270","127.0.0.1","127.0.0.1","TCP","44","53751  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"122","36.540291","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"123","36.540301","127.0.0.1","127.0.0.1","TCP","44","53751  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"124","36.540666","127.0.0.1","127.0.0.1","TCP","44","53751  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"125","36.540697","127.0.0.1","127.0.0.1","TCP","44","5000  >  53751 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"126","36.542068","127.0.0.1","127.0.0.1","TCP","44","5000  >  53751 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"127","36.542117","127.0.0.1","127.0.0.1","TCP","44","53751  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"128","38.272000","127.0.0.1","127.0.0.1","TCP","56","53752  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"129","38.272062","127.0.0.1","127.0.0.1","TCP","56","5000  >  53752 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"130","38.272107","127.0.0.1","127.0.0.1","TCP","44","53752  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"131","38.272174","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"132","38.272186","127.0.0.1","127.0.0.1","TCP","44","5000  >  53752 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"133","39.750338","127.0.0.1","127.0.0.1","TCP","217","5000  >  53752 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 135]"
"134","39.750375","127.0.0.1","127.0.0.1","TCP","44","53752  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"135","39.750396","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"136","39.750405","127.0.0.1","127.0.0.1","TCP","44","53752  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"137","39.750847","127.0.0.1","127.0.0.1","TCP","44","53752  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"138","39.750878","127.0.0.1","127.0.0.1","TCP","44","5000  >  53752 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"139","39.752249","127.0.0.1","127.0.0.1","TCP","44","5000  >  53752 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"140","39.752284","127.0.0.1","127.0.0.1","TCP","44","53752  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"141","40.351659","127.0.0.1","127.0.0.1","TCP","56","53753  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"142","40.351719","127.0.0.1","127.0.0.1","TCP","56","5000  >  53753 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"143","40.351752","127.0.0.1","127.0.0.1","TCP","44","53753  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"144","40.351802","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"145","40.351815","127.0.0.1","127.0.0.1","TCP","44","5000  >  53753 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"146","41.370124","127.0.0.1","127.0.0.1","TCP","217","5000  >  53753 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 148]"
"147","41.370159","127.0.0.1","127.0.0.1","TCP","44","53753  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"148","41.370180","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"149","41.370190","127.0.0.1","127.0.0.1","TCP","44","53753  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"150","41.370517","127.0.0.1","127.0.0.1","TCP","44","53753  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"151","41.370537","127.0.0.1","127.0.0.1","TCP","44","5000  >  53753 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"152","41.371906","127.0.0.1","127.0.0.1","TCP","44","5000  >  53753 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"153","41.371947","127.0.0.1","127.0.0.1","TCP","44","53753  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"158","41.445618","127.0.0.1","127.0.0.1","TCP","56","53754  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"159","41.445679","127.0.0.1","127.0.0.1","TCP","56","5000  >  53754 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"160","41.445711","127.0.0.1","127.0.0.1","TCP","44","53754  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"161","41.445759","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"162","41.445772","127.0.0.1","127.0.0.1","TCP","44","5000  >  53754 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"163","42.510050","127.0.0.1","127.0.0.1","TCP","217","5000  >  53754 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 165]"
"164","42.510084","127.0.0.1","127.0.0.1","TCP","44","53754  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"165","42.510106","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"166","42.510119","127.0.0.1","127.0.0.1","TCP","44","53754  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"167","42.510454","127.0.0.1","127.0.0.1","TCP","44","53754  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"168","42.510484","127.0.0.1","127.0.0.1","TCP","44","5000  >  53754 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"169","42.511878","127.0.0.1","127.0.0.1","TCP","44","5000  >  53754 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"170","42.511923","127.0.0.1","127.0.0.1","TCP","44","53754  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"179","45.998592","127.0.0.1","127.0.0.1","TCP","56","53755  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"180","45.998655","127.0.0.1","127.0.0.1","TCP","56","5000  >  53755 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"181","45.998690","127.0.0.1","127.0.0.1","TCP","44","53755  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"182","45.998738","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"183","45.998750","127.0.0.1","127.0.0.1","TCP","44","5000  >  53755 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"185","47.339452","127.0.0.1","127.0.0.1","TCP","217","5000  >  53755 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 187]"
"186","47.339490","127.0.0.1","127.0.0.1","TCP","44","53755  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"187","47.339512","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"188","47.339522","127.0.0.1","127.0.0.1","TCP","44","53755  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"189","47.339862","127.0.0.1","127.0.0.1","TCP","44","53755  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"190","47.339890","127.0.0.1","127.0.0.1","TCP","44","5000  >  53755 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"191","47.341254","127.0.0.1","127.0.0.1","TCP","44","5000  >  53755 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"192","47.341302","127.0.0.1","127.0.0.1","TCP","44","53755  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"195","49.972724","127.0.0.1","127.0.0.1","TCP","56","53756  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"196","49.972781","127.0.0.1","127.0.0.1","TCP","56","5000  >  53756 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"197","49.972813","127.0.0.1","127.0.0.1","TCP","44","53756  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"198","49.972859","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"199","49.972869","127.0.0.1","127.0.0.1","TCP","44","5000  >  53756 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"200","51.300833","127.0.0.1","127.0.0.1","TCP","217","5000  >  53756 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 202]"
"201","51.300869","127.0.0.1","127.0.0.1","TCP","44","53756  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"202","51.300889","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"203","51.300898","127.0.0.1","127.0.0.1","TCP","44","53756  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"204","51.301245","127.0.0.1","127.0.0.1","TCP","44","53756  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"205","51.301274","127.0.0.1","127.0.0.1","TCP","44","5000  >  53756 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"206","51.302639","127.0.0.1","127.0.0.1","TCP","44","5000  >  53756 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"207","51.302684","127.0.0.1","127.0.0.1","TCP","44","53756  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"212","51.811672","127.0.0.1","127.0.0.1","TCP","56","53757  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"213","51.811741","127.0.0.1","127.0.0.1","TCP","56","5000  >  53757 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"214","51.811776","127.0.0.1","127.0.0.1","TCP","44","53757  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"215","51.811834","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"216","51.811849","127.0.0.1","127.0.0.1","TCP","44","5000  >  53757 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"217","53.059088","127.0.0.1","127.0.0.1","TCP","217","5000  >  53757 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 219]"
"218","53.059121","127.0.0.1","127.0.0.1","TCP","44","53757  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"219","53.059170","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"220","53.059179","127.0.0.1","127.0.0.1","TCP","44","53757  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"221","53.059495","127.0.0.1","127.0.0.1","TCP","44","53757  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"222","53.059522","127.0.0.1","127.0.0.1","TCP","44","5000  >  53757 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"223","53.060858","127.0.0.1","127.0.0.1","TCP","44","5000  >  53757 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"224","53.060906","127.0.0.1","127.0.0.1","TCP","44","53757  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"225","56.082111","127.0.0.1","127.0.0.1","TCP","56","53758  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"226","56.082172","127.0.0.1","127.0.0.1","TCP","56","5000  >  53758 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"227","56.082208","127.0.0.1","127.0.0.1","TCP","44","53758  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"228","56.082256","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"229","56.082271","127.0.0.1","127.0.0.1","TCP","44","5000  >  53758 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"230","57.464374","127.0.0.1","127.0.0.1","TCP","217","5000  >  53758 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 232]"
"231","57.464413","127.0.0.1","127.0.0.1","TCP","44","53758  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"232","57.464435","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"233","57.464445","127.0.0.1","127.0.0.1","TCP","44","53758  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"234","57.464824","127.0.0.1","127.0.0.1","TCP","44","53758  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"235","57.464854","127.0.0.1","127.0.0.1","TCP","44","5000  >  53758 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"236","57.466259","127.0.0.1","127.0.0.1","TCP","44","5000  >  53758 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"237","57.466309","127.0.0.1","127.0.0.1","TCP","44","53758  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"238","58.694407","127.0.0.1","127.0.0.1","TCP","56","53759  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"239","58.694460","127.0.0.1","127.0.0.1","TCP","56","5000  >  53759 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"240","58.694492","127.0.0.1","127.0.0.1","TCP","44","53759  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"241","58.694541","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"242","58.694552","127.0.0.1","127.0.0.1","TCP","44","5000  >  53759 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"243","59.883527","127.0.0.1","127.0.0.1","TCP","217","5000  >  53759 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 245]"
"244","59.883565","127.0.0.1","127.0.0.1","TCP","44","53759  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"245","59.883587","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"246","59.883597","127.0.0.1","127.0.0.1","TCP","44","53759  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"247","59.883941","127.0.0.1","127.0.0.1","TCP","44","53759  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"248","59.883970","127.0.0.1","127.0.0.1","TCP","44","5000  >  53759 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"249","59.885325","127.0.0.1","127.0.0.1","TCP","44","5000  >  53759 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"250","59.885373","127.0.0.1","127.0.0.1","TCP","44","53759  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"259","63.680132","127.0.0.1","127.0.0.1","TCP","56","53760  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"260","63.680196","127.0.0.1","127.0.0.1","TCP","56","5000  >  53760 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"261","63.680232","127.0.0.1","127.0.0.1","TCP","44","53760  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"262","63.680301","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"263","63.680320","127.0.0.1","127.0.0.1","TCP","44","5000  >  53760 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"264","64.862223","127.0.0.1","127.0.0.1","TCP","217","5000  >  53760 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 266]"
